ID,  Title,  Webindex,  Company,  Description,  Label
00178,  locomotive technician,  72480999,  Jobsite Jobs,  position maintenance technician location doncaster salary package shift allowance night shift allowance depending shift pattern outstanding opportunity arisen global manufacturer rail vehicle join rapidly growing service business uk due recent contract win opening depot doncaster number opening arisen high calibre maintenance technician join team role description provide engineering service company client working range rolling stock primarily diesel locomotive conduct reactive scheduled maintenance customer fleet ensure maximise fleet reliability maintain company health safety standard represent company professional manner time complete maintain relevant documentation fleet maintenance contribute positively team environment shift based position requiring applicant comfortable prospect working day night weekend rotating pattern person specification successful candidate hold minimum apprenticeship nvq city guild part minimum engineering maintenance field ideally diesel engine experience appreciation mechanical electrical service engineering candidate similar skill gained similar industry automotive hgv maintenance armed asset maintenance marine service aerospace encouraged apply note eligible live work uk apply position position sound interest simply discus opportunity career development contact james alternatively forward cv,  Engineering
00179,  mechancial design engineer catia enclosures,  69264935,  Progressive Recruitment,  month contract oxford mechanical design engineer automotive interesting opportunity establish engineering company based oxfordshire area required focus design experience catia experience background automotive industry plastic injection moulding casting sheet metal design rate hour interested apply online link find progressive recruitment visit www progressiverecruitment,  Engineering
00180,  systems engineer defence,  72697019,  Logical Personel Solutions Ltd,  title system engineer defence aerospace location cheltenham salary benefit company client leading engineering organisation involved production development support high specification electronics product work defence military aerospace sector strive provide engineering excellence client role description client opportunity system engineer support development generation worldwide integrated power management distribution system defence sector expected provide system engineering support development verification power management distribution system including safety critical element duty include development solution military aerospace industry system engineering approach capture develop customer requirement product requirement production design specification solution ensuring design quality performance development product verification plan procedure detailed product integration verification activity understanding project stakeholder actively managing expectation ensure successful project delivery preparation technical proposal including presentation requirement skill ideally experience experience system engineering system engineering process requirement capture requirement management experience stakeholder management experience safety critical solution development ideally experienced coordination technical leadership project team develop deliver complex solution development system architectural presentation microsoft office visio door configuration management tool information opportunity contact andy cooper logical personnel solution email andy vacancy advertised logical personnel solution limited service advertised logical personnel solution limited employment agency,  Engineering
00181,  design engineer special purpose start,  69080512,  JJ FOX,  job title design engineer cad special purpose processing equipment start jjfox recruiting design engineer join successful manufacturing company busy drawing office based st neots company dynamic engineer ready challenge designing wide range special purpose machinery equipment mechanical system experience designing processing equipment food pharmaceutical packaging similar responsible produce calculation relating stress analysis experience pneumatics advantage experience manufacturing process gained shop floor education hnc higher exposure fabrication welding milling turning related successful fully conversant autocad cad package ideally inventor similar software considered company offer dynamic working environment flow project latest cad software large manufacturing facility position offered permanent basis expected salary circa ideally start interested submit application delay call jjfox information email jjfox dot keywords design engineer special purpose machinery processing equipment pump valve mechanical system calculation cad autocad inventor milling turning fabrication welding stress analysis machine shop cambridgeshire bedfordshire st neots,  Engineering
00182,  audio visual project engineer,  67770798,  Unknown,  electrical control engineer audio visual engineer required client design supply install audio visual equipment security equipment hvac control lighting control highend home automation product role duty project engineer ll involved initial design stage final installation project management excellent package offer successful electrical project engineer basic salary company vehicle client requires electrical engineer design select equipment domestic customer project manage installation completion interesting varied role requiring candidate passion technology good electrical engineering background role project manage installation equipment oversee hand work customer understand requirement select suitable equipment customer produce technical drawing layout training provided travel uk work midland south east package basic salary depending experience company vehicle day holiday requirement strong electrical design project background keen knowledge interest technology latest development good cad ability produce technical drawing full uk driving licence experience match forward cv immediately white recruitment acting employment agency relation vacancy,  Engineering
00183,  cnc miller,  69559906,  Shorterm Group,  cnc miller engineering aerospace located nottingham salary negotiable recruiting skilled experienced axis cnc machinist join nottinghamshire based client permanent basis machine mazak axis milling machine client manufacture precision component product predominantly aerospace industry candidate capability set operate mazatrol fanuc control ability work material including mild steel stainless steel aluminium diverse working component adhere high standard tight tolerance working precision component read interpret engineering drawing ideally time served shift morning afternoon hour hour week salary dependent experience position permanent offer stability competitive salary availability overtime paying premium rate inspection holiday entitlement additional bonus interested position exciting opportunity contact experienced recruitment consultant james hall apply online simply send copy date cv match requirement work contact james hall apply online successful referral rewarded specialist technical recruitment agency supply skilled labour engineering aerospace company uk,  Engineering
00184,  principal wireless dsp phy architect cambridge,  70162126,  IC Software,  exceptional opportunity dsp algorithm engineer join global client cellular development team based cambridge senior principal level successful candidate working algorithm dsp physical layer group responsible architecture implementation baseband processing function advanced cellular communication system working closely design team dsp skill experience sought system architecture development cellular wireless communication standard definition design verification baseband processing algorithm cellular wireless communication system targeting asic dsp implementation good understanding gpp standard physical layer scheduling aspect verilog vhdl systemc matlab email call alex dsp consultant ic software apply principal wireless dsp architect cambridge skill digital signal processing architect senior engineer skill digital signal processing dsp architecture architect system wireless baseband asic verilog vhdl systemc matlab gpp ic software contact embedded dsp software job,  Engineering
00185,  senior quantity surveyor,  72428168,  Rue Two Property Recruitment,  senior quantity surveyor london global property consultancy requirement london cost management team senior quantity surveyor broad sector experience education commercial leisure email,  Engineering
00186,  fabricator welder,  69080365,  Prime Time Recruitment,  client requirement site restoration work based area successful person experienced fabrication welding carbon steel stainless steel iron aluminium successful applicant experience operating industrial temporary permanent position hold current card hour work pm monday friday overtime,  Engineering
00187,  manufacturing quality engineer electronics,  68548006,  Intech Recruitment Ltd,  manufacturing quality engineer excellent benefit cambridgeshire leading pcb manufacturer assembler cambridgeshire require service experienced manufacturing quality engineer permanent basis assist current future project advised seeking application experienced manufacturing quality engineer electronics bias successful manufacturing quality engineer responsible improving quality assurance manufacturing process improvement aspect pcb manufacturing assembly pcba include overseeing performing inspection company product electronic assembly management control relevant documentation managing nonconformance liaising regular basis customer supplier putting procedure place reduce issue strong quality assurance based background electronics production manufacturing assembly test essential role required undertake electronic pcb root analysis testing undertake faultfinding pcba electromechanical assembly organisation run lean manufacturing culture expected involved process improvement project relation quality assurance lean manufacturing suitable candidate educated hnc electronics strong recent quality assurance experience working electronics manufacturer pcba written practical test interview stage determine electronics experience role involve supervisory responsibility determined minimum background required year practical work experience electronic pcba manufacturing environment ability undertake root analysis faultfinding electronic pcb electronic assembly suggest process improvement practical work experience quality manufacturing production engineer electronics manufacturing assembly environment experienced managing quality data nonconformance educated hnc electronics minimal electronics test interview information apply position send cv covering email explain feel considered post sending cv explicitly consenting processing personal data computer database purpose evaluating application employment processing carried accordance uk data protection act applying role consent finding work behalf cv client state intech recruitment act employment agency permanent position employment business temporary contract position skill word quality qa assurance electronic test inspection supplier audit engineer root route analysis pcb printed circuit board pcba nic motherboard circuit manufacturing production technician assembly engineer note call recorded training quality business purpose,  Engineering
00188,  field sales engineer southern central scotland,  68705166,  Redline Group Ltd,  field sale executive required join fast growing uk manufacturer advanced renewable energy solution provided array market sector client top fastest growing business uk year vacancy due continued growth covering southern central scotland territory home based role day week office glasgow ote company car allowance field sale executive responsible business ability account management skill lead generation visiting client negotiation field sale executive experience selling high equipment market land owner desired covering territory experience developing meaningful relationship client interested field sale executive vacancy covering southern central scotland territory home based role day week office glasgow ote company car allowance email cv call quoting reference job originally posted www totaljobs jobseeking job,  Engineering
00189,  senior manufacturing engineer,  70250035,  Edwards & Pearce,  senior manufacturing engineer location hull salary benefit company information leading local manufacturing company degree engineering manufacturing discipline good knowledge process improvement proven ability plan organise strong cad skill preferred strong understanding lean technique ideally knowledge desire drive change previous experience implementing process product knowledge work study familiar plc system role information senior manufacturing engineer accountable assisting development production process business cover cost engineering facility assist implementation product system tooling requirement oversee machining tool room part position proactive good understanding lean quality concern business apply role forward cv preferably microsoft word format hulledwardsandpearce uk recruitment consultancy edward pearce professional recruitment consultancy established employ approx staff office doncaster hull edward pearce operates strict ethical code aim offer candidate client highest level professionalism customer service edward pearce strong client base incorporating large group sme's manufacturing service sector preferred supplier list number blue chip organisation job originally posted www totaljobs jobseeking job,  Engineering
00190,  multiskilled maintenance engineer leading manufacturing group,  71902193,  ETS Consulting,  continental shift pattern night day based highly regarded manufacturing group company client highly profitable robust company strengthen maintenance team candidate responsible maintaining improving manufacturing equipment service provide stable manufacturing process responsible monitoring adjusting process parameter required accordance tpm procedure identify root equipment failure implement robust applying technical process capable method consistent basis successful candidate true multiskilled background electrical hydraulics background including plc faultfinding siemens abb robotics programming moulding process plastic welding experience unrivalled opportunity join market leading manufacturer automotive sector provide ongoing development ability technically challenging work desire interested role send copy current cv detail provided interview held locally company recruit role ets consulting recruitment specialist specific area expertise manufacturing technical engineering market place live vacancy managed ets consulting limited recruitment specialist specific area expertise manufacturing technical engineering market place ets consulting limited act employment business employment agency registered england wale ets consulting limited registered registered office address broad street salford consultant contact relation role aware part registration process required provide ets consulting proof identity proof eligibility work united kingdom,  Engineering
00191,  maintenance electrician,  69747537,  Brookstreet UK,  client experienced maintenance electrician join team skilled technician providing maintenance service customer portsmouth south england successful applicant experience installation service repair industrial production machinery equipment plant service production industrial environment applicant happy road variety day day work life security clearance needed complete successful applicant overtime induction training company van day holiday pension scheme,  Engineering
00192,  mechanical bias shift manager,  69600129,  Fawkes and Reece Technical,  shift manager building service shift manager mechanical bias shift manager hvac shift manager location city london permanent job reference vac company fawkes reece contact anthony coen job type contract job description mechanical bias shift manager shift manager building service shift manager hvac shift manager client largest specialist hvac maintenance facility company current annual turnover approx million market leader field business role assume management responsibility team shift based contractor responsible delivering ppm fault breakdown scheduled maintenance service defined group client building process provide direction leadership site based multiskilled maintenance team including subcontractor defined portfolio building ensuring staff deliver ppm corrective repair work accordance building asset maintenance requirement practice quality standard act technical authority providing advice assistance maintenance team required act initiative idea contributing potential improvement service level cost provide input development forward maintenance plan oversee work permit client permit system ensure contract compliance health safety staff provide direction leadership team multi skilled technician operating twentyfour day shift basis ensure shift engineer competent defined specification contract requirement assessing employee term experience job performance carry quarterly training develop staff ensure hr policy procedure adhered year management experience working data centre critical environment specifically mechanical bias uk's leading recruiter fawkes reece specialises area building service including air conditioning engineer commercial gas engineer domestic gas engineer electrical engineer multi skilled engineer professional role including building service project manager building service manager building service engineer building service building service quantity surveyor building service design engineer building service business development manager level call anthony coen alternatively email uk job originally posted www totaljobs jobseeking job,  Engineering
00193,  electronics engineer product design,  66673865,  Oho Group,  seeking bright ambitious engineer successful product design consultancy create analyse develop technology group solve complex problem worldclass electronics software system engineering skill number wide ranging project involve combination analogue design level device level design high speed digital microcontroller dsp fpga power electronics power design technique signal image processing feedback control including robotics algorithm development implementation including medical software design successful candidate expected make solid contribution group core business patient care device manufacturing system surgical technology expect candidate top university relevant engineering discipline electronics combined science electronics applied mathematics similar degree required software development experience preferably understanding object orientated design electronics design experience prior experience working multidisciplinary team contributing physical product development project review email apply aptrack keywords analogue digital pcb engineering electronic embedded microcontroller interface algorithm development fpga dsp design consultancy product design,  Engineering
00194,  project manager optics optical precision instrumentation systems,  72485547,  Enterprise Recruitment Limited,  project manager optic optical precision instrumentation system position leading company provide high quality commercial satellite technology solution european world space programme expand optical division additional project manager responsible managing large international satellite project emphasis optical imaging instrumentation side contract negotiation delivery operation manage bid study variety customer including providing customer interface coordinating project bid team work package coordination breakdown project milestone cost pack controlling budget review monthly report customer review configuration control ll year project management experience ideally optic optical imaging instrumentation aerospace defence satellite space industry remuneration circa pension bonus approx medical day hols bank hols interested contact andrew enterprise recruitment cv word quoting reference,  Engineering
00195,  marine systems design engineer,  69121415,  Unknown,  leading role delivery design output required adequately product data management system system category product breakdown structure support workpackages project production carry sufficient technical analysis determine vessel system design fit purpose comply relevant rule regulation oversee contribute preliminary detailed design modelling hovercraft system solidworks software assist naval architect control estimating process product development production project submit plan documentation classification statutory authority meet project requirement work deadline set support product development production project work rest team consistent component product range liaise supplier subcontractor develop hovercraft system solution contribute phase product development process ensure adequate quality control procedure defined workpackages reduce rework failure identify cost labour saving idea work team member evaluate realistic opportunity adopted agreed work technical team engineer chief engineer develop product range integrate system assist operation manager production team leader understand technical requirement workpackages education skill great attention detail ensure output accurate excellent team working skill excellent analytical problem solving skill qualified chartered incorporated engineer process gaining minimum beng level qualification preferably meng degree mechanical engineering similar subject apply position candidate eligible live work uk matchtech acting employment business relation vacancy,  Engineering
00196,  senior geotechnical engineer derby,  71125410,  Penguin Recruitment,  national multidisciplinary engineering environmental consultancy urgently recruit senior geotechnical site investigation engineer join derby office joining team engineer variety discipline working range sector uk overseas ideally candidate strong background geotechnical site investigation working ceng status relevant governing body strong academic background including degree geology civil engineering related discipline ideally postgraduate qualification geotechnical discipline position duty include supervising site investigation midland possibly designing geotechnical site investigation supervising mentoring junior team member liaising client regulator receive highly competitive salary addition attractive benefit package includes company vehicle medical insurance generous annual leave pension scheme commutable nottingham loughborough mansfield interested role geotechnical engineering hesitate contact call apply online vacancy website refer url removed permanent role penguin recruitment operating recruitment agency respect position,  Engineering
00197,  quality engineer technician,  71677261,  Rise Technical Recruitment Ltd,  quality engineer technician somerset contract quality technician contract world leader supply bearing paying hr company solely development supply bearing bearing medium speed diesel engine industry rail marine automotive quality engineer technician responsible developing quality assurance plan product process input data erp system excellent opportunity contractor immediately wanting join world leader bearing role writing professional technical general report wide range handheld measuring tool metrology equipment developing quality assurance plan product process person understanding basic engineering quality assurance plan experience quality engineer technician work part initiative keywords quality assurance technician engineer engineering planner planning bearing diesel engine technical contract somerset drawing design measuring metrology tool machine automotive rail marine industrial traction contact mike email cv michael uk considered start job originally posted www totaljobs jobseeking job,  Engineering
00198,  plant manager,  71125336,  Advantage Technical Resourcing,  plant manager hull job purpose plant manager responsible aspect plant operation plant satellite delegation continuous control optimisation operating service centre osc primarily accountable health safety maintain compliance accountable site assist osc management development osc financial accountability customer accountability plant reporting accountability osc status communication system daily status web reporting reporting cost reporting productivity accountability practice generation relating local plant member team development advanced control routine productivity improvement kpi responsibility meeting performance target maintenance ensure production facility maintained safe condition consistently performance target ensure compliance site statutory mechanical integrity preventative maintenance programme work maintenance support manager ensure relevant optimal planned maintenance programme work technical staff solve plant equipment problem arise effective support corrective maintenance work plant equipment failure breakdown work sap global material management ensure correct part inventory management develop comply site maintenance budget plan conjunction maintenance support manager training teamwork supervision plant operating team supervisor accountable develop maintain site oncall system maintain training compliance company legal local requirement maintain effective communication osc colleague support service preferred experience skill degree level engineering qualification preferred qualification extensive experience operating environment proven achievement record acceptable broad knowledge employment environmental health safety legislation good management supervisory organisation planning skill good interpersonal team working skill customer regulator body plant team company contact strong computer skill motivated interested applying position respond cv advantage xpo top staffing company world global footprint advantage xpo specialises recruitment outsourcing working leading employer world advantage offer global contract permanent career opportunity wide range industry sector advantage xpo service offered employment agency permanent work employment business supply contract temporary work,  Engineering
00199,  press toolmaker,  70218883,  Spence Precision,  good calibre press tool vast experience hour night shift lot overtime benefit wolverhampton press toolmaker responsibility include building developing press tool single stage feeding back design update improve technical drawing documentation producing tool repair maintenance standard time estimate rebuild tool maintenance repair efficient release rework tooling required operator machine setting manufacture spare part ensure stock level maintained provide tool maintenance service fully single stage draw tooling automotive industry competent selection correct grinding lathe tool carry engineering design task cad competent operation lathe miller grinder work tolerance individual drawing care accurate measuring equipment accurate consistent competent tool room duty maintain safe working environment comply company engineer year sick tired recruitment agency time calling suited engineering background experience decided set engineering recruitment company specialising waste time call send interview suited vacancy stephen spence job change offer recommend friend work colleague scheme recommend find job paid straight back account recommend people recruit maintenance engineer production engineer design engineer maintenance electrician quality manager engineer inspector sale engineer cnc cmm grinder cad cam press tool designer press tool maker manual miller edm welder grinder inspector machine tool fitter bench management add facebook latest vacancy stephen spence,  Engineering
00200,  solderer dry loader,  70762357,  The Works Staffing Solutions,  client electronics manufacturer area southampton dry join team applicant experience pcb dry loading vacancy temporary full time hour monday friday possibility permanent job person,  Engineering
00201,  senior business development manager,  68179675,  Carillion plc,  company overview carillion uk leading support service company substantial portfolio public private partnership project extensive construction capability group annual revenue pound billion employ people operates uk middle east canada caribbean uk carillion principal market sector defence education health facility management amp service rail road building civil engineering utility service middle east carillion principal market sector construction facility management canada caribbean group main sector health road maintenance construction carillon portfolio equity investment public private partnership project includes project uk canada defence education health transport sector carillion equal opportunity employer business unit area overview office purpose role work lead operation director segment customer account director member business development team generation management conversion sustainable pipeline work reflects current anticipated business plan achieved programme research intelligence gathering interpretation communication data preparation implementation action plan key objective role work senior management build business unit sector business plan hold uptodate understanding economic environment region sector plan period key sector operate anticipate understand key player respond research understand business project driver sector customer opportunity engage sector customer anticipate potential business opportunity implement action position carillion advantage ensure maintenance updating sector business unit customer account plan prepare submit bid bid paper presentation national pipeline meeting ensure preparation submission successful documentation assist preparation tender documentation analyse customer base region sector establish common approach retention growth prepare programme external communication customer engagement brand promotion contribute achievement carillion objective ensure effective management customer satisfaction survey proactively lead support initiative contribute achievement company health safety sustainability target job level overview subject functional policy objective general business direction job holder work defined policy objective nbsp demonstrate detailed grasp involved practice procedure possess professional academic job holder performance small impact plc performance medium impact business group performance operational accountability delivers element business unit plan achieve current year performance input planning activity horizon typically year manages activity support operational delivery growth operates agreed operational management guideline maintains effective internal external client user relationship area responsibility delivers health safety policy standard implement business unit decision set local priority applies high level technical skill range functional business activity focus providing input annual business financial people plan specific contract project specialism financial accountability business unit professional function work clear budgetary guideline plan requirement realistic budget target promotes innovative way add reduce cost team contribute budget planning level project people accountability contract multidisciplinary team responsible resourcing optimises performance undertakes performance review training reward succession recommendation full management control people resource responsible implementing disciplinary action including knowledge applied skill knowledge complex functional business area track record success supporting major business contract business unit region providing support professional function excess year managerial technical experience member professional body intermediate level qualification minimum behavioural competency achieving build relationship business awareness contributing continuous improvement customer focus dealing change delivery people planning organising additional role information role based london seeking candidate background selling hard fm service,  Engineering
00202,  electrical maintenance engineer,  71856853,  Probe Technical Recruitment,  job electrical maintenance engineer distribution site location rugby daventry area hour day night multi skilled electrical bias maintenance engineer client site site equipment automated storage retrieval crane pallet conveyor lift table mechanical mile belt conveyor prepared work facility maintenance door lift ideally experience siemens plc high crane hour night day shift pattern weekend month day holiday salary circa electrical maintenance engineer experience maintenance site,  Engineering
00203,  supplier quality assurance engineer,  69081850,  CBSbutler,  job title supplier quality assurance engineer electronics salary location bath key skill year quality assurance production role pcb assembly test environment good working knowledge iso affinity industrial electronics interface equipment mechanical electrical main responsibility advising engineering department practice design manufacture reliability liaison worldwide supplier pcb assembly recommending process improvement analysis pcb defect production field providing support required evaluating process product problem reporting implementing effective corrective preventative action close association supplier production purchasing engineering supporting worldwide subsidiary customer problem field follow report supplier customer method system required analysis presentation supplier internal field performance data close liaison electronics department advising product evaluation material disposition chairing coordinating design review approval component conducting supplier assessment preparation maintenance quality procedure assistance cover department member required experience year quality assurance production role pcb assembly test environment covering conventional component hand experience fault finding component level advantageous provision implementation closed loop solution pcb manufacturing problem affinity industrial electronics interface equipment mechanical electrical sound grasp electrical mechanical engineering principle good working knowledge iso good skill microsoft office suite qualification hnc hnd degree electronics engineering personal attribute positive flexible approach working time travel including overseas motivated professional confident attitude ability influence colleague achieve quality cost improvement ability make instant decision pressure ability pay attention detail ability communicate level including quick concise accurate report writing ability work part team smart appearance,  Engineering
00204,  transport planner taunton bens,  69536987,  Penguin Recruitment Ltd,  transport planner taunton ben fantastic opportunity arisen experienced transport planner join growing successful team large multidisciplinary consultancy taunton office client leading transport consultancy specialise range sector civil structural engineering transport planning modelling ideal transport planner experience preparing transport assessment project travel plan junction modelling candidate working range project providing plan local service parking road safety traffic management liaising planning highway authority resident local area planner technician office work technician develop solution analyse traffic impact junction network successful transport planner ideally excellent numeracy skill essential great written verbal communication quality degree relevant subject proven experience transport assessment travel plan junction design experience transport planning modelling environment experience relevant software package autocad hardworking fresh opportunity established consultancy role return hard work competitive salary benefit package offer commutable location include taunton westonsupermare bristol exeter yeovil glastonbury interested initial noncommittal discussion vacancy opportunity environmental sector hesitate call isabel stephen penguin recruitment alternatively email cv call back email isabel stephenspenguinrecruitment uk,  Engineering
00205,  assistant site manager residential,  72485752,  Fusion People Ltd,  award winning residential developer strong emphasis customer satisfaction requirement assistant site manager cover northamptonshire area responsible assisting site manager site delivery dealing operational issue including site team specifically reporting supporting designated site manager assist development specific build program assist completion weekly management report detailing progress planned objective monitor progress site build program produce conjunction site manager trade specific weekly program assist customer defect required liaise local authority assisting inspection ideally strong track assistant site manager recognised residential developer stable career history interested candidate apply fusion people committed promoting equal opportunity people age gender religion belief race sexuality disability operate employment agency employment business,  Engineering
00206,  sales trainee birmingham city centre,  72666862,  Skyline Marketing,  sale trainee birmingham city centre future expansion plan mean individual wanting responsibility year marketing created environment success vision personal development diversity responsibility respect thrive natural leader individual excited challenge settle status sale marketing company focus training coaching people mentality fully skill set success matter turn mind working alongside uk's innovative brand client offer britain's largest range film game free class game thousand film tv series stream instantly create brand awareness face face interaction people live birmingham surrounding west midland area personal progression training program based student mentality work ethic attitude winning mentality time scale candidate driven competitive ambitious positive selfmotivated simply frustrated current situation challenge strength comfort apply head start career applicant age local birmingham city centre experience essential full product training provided ipad advantageous start advantage earnings based performance average earnings week reply email cv successful candidate contacted telephone appointment employed opportunity applicant commute birmingham centre city daily basis limited opening people immediately protect client fill opening quickly applicant resident show proof work uk applicant locally based application rejected effort find people represent client expand industry routinely invite people spend full day field observing sale operation day designed decisionmaking process participant receive compensation chance opening sale marketing customer service promotion retail hospitality travel,  Engineering
00207,  programme scheduler,  72689197,  Intech Recruitment Limited,  programme scheduler experience good benefit bedfordshire seeking experienced programme scheduler primavera large manufacturing company based bedfordshire reporting programme manager key role business heavily involved product introduction project engineering manufacturing environment programme scheduler responsible developing maintaining updating programme project plan primavera ensure aware task specific programme earned management reporting evm essential ensure track time budget main responsibility develop maintain programme project plan primavera maintain primavera system line corporate standard develop primavera functionality support programme process plan test facility capacity primavera write user manual primavera activity data hour completion data manually input primavera monthly reporting earned management evm send weekly task sheet project team ensure aware task put resource budget activity programme set reporting template train user data input report generation educational background excellent working knowledge primavera degree educated preferential essential previously worked programme project management based environment ability produce progress report ability work effectively programme team selfmotivated work methodical good attention detail information apply position send cv covering email explain feel considered post sending cv explicitly consenting processing personal data computer database purpose evaluating application employment processing carried accordance uk data protection act applying role consent finding work behalf cv client state intech recruitment act employment agency permanent position employment business temporary contract position note call recorded training quality business purpose,  Engineering
00208,  drawing office manager esign manager,  69776963,  PDQ Engineering Recruitment,  recruiting design office manager behalf company based guildford area mile respective named town company employ people growth stage leading engineer company involved high precision product current product product development key function role management motivation design project team wide ranging experience skill maintenance team enthusiasm level design project creativity initiative team creation design brief specification ensuring design development project schedule met utilising design project manager agree deliver design project time budget investigate technology incorporate product ensure design fit purpose fit production act conduit post launch product enhancement subsequent product engineering managing external contract industrial designer toolmaker subcontractor offsite chairing regular design review maintaining developing cad infrastructure managing engineering change product release personnel management career progression appraisal welfare design team maintenance design office system data document process control including iso required knowledge skill experience role technical leadership addition departmental management candidate ideally experience company core technology product design plastic injection moulding casting precision machining mechanical assembly candidate dynamic handson experienced designer good management communication skill highly selfmotivated candidate good formal engineering qualification number year experience similar design management role demonstrable area,  Engineering
00209,  marine engines specialist product support,  71213522,  Webrecruit,  marine engine specialist product annual bonus contributory pension health scheme travel insurance death service day holiday client largest caterpillar dealer world acting official dealer east west africa middle east western siberia offer customer complete range power generation construction mining material handling equipment working closely customer offer service structured support agreement local part availability certified engineer opportunity arisen marine engine specialist join product support team strong sale engineer background experience working marine diesel engine industry superb opening join global company offering excellent progression prospect chance travel internationally opportunity pioneer establish working practice standard rapidly developing market sector marine engine specialist responsible supporting business unit part service sale marine customer create strategic action plan identify gap market enhance client's capability capacity additionally undertake customer visit develop client's image ensure customer choice duty include frequently travelling engage marine customer base maintain relationship key customer engaging caterpillar industry specialist provide coverage support marketing plan assistance increasing marine product support business reach exceed client's target considered demonstrable experience working diesel engine marine propulsion system ideally product support function engineering apprenticeship qualification diploma degree marine engine specialist strong team player mentality ability work cross functional capacity logical responsible great reasoning negotiation skill comfortable engaging customer problem solve high level apply role marine engine specialist product support apply button shown vacancy advertised web recruit service advertised web recruit employment agency additional keywords product support specialist marine engine product specialist marine engineer product specialist product engineer product support engineer marine engine specialist technical product specialist product support manager bonus company pension healthcare salary annual bonus,  Engineering
00210,  inspector sheet metal,  69145960,  Unknown,  absolute recruitment acting recruitment business behalf client client established contract sheet metal business inspector experience sheet metal industry requirement interpret work drawing familiar working measuring instrument previous quality inspection previous knowledge sheet metal work,  Engineering
